datetime,direction,location,rate,pbm_rate
02/12/2018 02:30,NB,CVZ to Parmer,0.5,0.66
02/12/2018 02:30,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 02:30,SB,Parmer to 2222,0.25,0.33
02/12/2018 02:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 14:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 14:30,NB,CVZ to 183,0.25,0.33
02/11/2018 14:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 14:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 14:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 14:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 20:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 20:00,NB,CVZ to 183,0.25,0.33
02/11/2018 20:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 20:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 20:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 20:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 01:00,NB,2222 to Parmer,0.25,0.33
02/12/2018 01:00,NB,CVZ to 183,0.25,0.33
02/12/2018 01:00,NB,CVZ to Parmer,0.5,0.66
02/12/2018 01:00,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 01:00,SB,Parmer to 2222,0.25,0.33
02/12/2018 01:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 03:30,NB,2222 to Parmer,0.25,0.33
02/12/2018 03:30,NB,CVZ to 183,0.25,0.33
02/12/2018 03:30,NB,CVZ to Parmer,0.5,0.66
02/12/2018 03:30,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 03:30,SB,Parmer to 2222,0.25,0.33
02/12/2018 03:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 18:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 18:00,NB,CVZ to 183,0.25,0.33
02/11/2018 18:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 18:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 18:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 18:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/10/2018 23:30,NB,2222 to Parmer,0.25,0.33
02/10/2018 23:30,NB,CVZ to 183,0.25,0.33
02/10/2018 23:30,NB,CVZ to Parmer,0.5,0.66
02/10/2018 23:30,SB,2222 to 5th/CVZ,0.25,0.33
02/10/2018 23:30,SB,Parmer to 2222,0.25,0.33
02/10/2018 23:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 13:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 13:30,NB,CVZ to 183,0.25,0.33
02/11/2018 13:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 13:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 13:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 13:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 21:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 21:30,NB,CVZ to 183,0.25,0.33
02/11/2018 21:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 21:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 21:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 21:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 02:00,NB,2222 to Parmer,0.25,0.33
02/12/2018 02:00,NB,CVZ to 183,0.25,0.33
02/12/2018 02:00,NB,CVZ to Parmer,0.5,0.66
02/12/2018 02:00,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 02:00,SB,Parmer to 2222,0.25,0.33
02/12/2018 02:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 03:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 03:00,NB,CVZ to 183,0.25,0.33
02/11/2018 03:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 03:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 03:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 03:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 12:00,NB,2222 to Parmer,0.25,0.33
02/12/2018 12:00,NB,CVZ to 183,0.25,0.33
02/12/2018 12:00,NB,CVZ to Parmer,0.5,0.66
02/12/2018 12:00,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 12:00,SB,Parmer to 2222,0.25,0.33
02/12/2018 12:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 16:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 16:00,NB,CVZ to 183,0.25,0.33
02/11/2018 16:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 16:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 16:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 16:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 12:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 12:30,NB,CVZ to 183,0.25,0.33
02/11/2018 12:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 12:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 12:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 12:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 20:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 20:30,NB,CVZ to 183,0.25,0.33
02/11/2018 20:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 20:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 20:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 20:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 16:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 16:30,NB,CVZ to 183,0.25,0.33
02/11/2018 16:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 16:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 16:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 16:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 23:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 23:00,NB,CVZ to 183,0.25,0.33
02/11/2018 23:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 23:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 23:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 23:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 07:00,NB,2222 to Parmer,0.25,0.33
02/12/2018 07:00,NB,CVZ to 183,0.25,0.33
02/12/2018 07:00,NB,CVZ to Parmer,0.5,0.66
02/12/2018 07:00,SB,2222 to 5th/CVZ,1.35,1.79
02/12/2018 07:00,SB,Parmer to 2222,1.05,1.39
02/12/2018 07:00,SB,Parmer to 5th/CVZ,2.4,3.19
02/12/2018 10:00,NB,2222 to Parmer,0.25,0.33
02/12/2018 10:00,NB,CVZ to 183,0.25,0.33
02/12/2018 10:00,NB,CVZ to Parmer,0.5,0.66
02/12/2018 10:00,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 10:00,SB,Parmer to 2222,0.25,0.33
02/12/2018 10:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 03:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 03:30,NB,CVZ to 183,0.25,0.33
02/11/2018 03:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 03:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 03:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 03:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 17:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 17:00,NB,CVZ to 183,0.25,0.33
02/11/2018 17:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 17:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 17:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 17:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 22:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 22:00,NB,CVZ to 183,0.25,0.33
02/11/2018 22:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 22:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 22:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 22:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 06:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 06:30,NB,CVZ to 183,0.25,0.33
02/11/2018 06:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 06:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 06:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 06:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 22:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 22:30,NB,CVZ to 183,0.25,0.33
02/11/2018 22:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 22:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 22:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 22:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 21:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 21:00,NB,CVZ to 183,0.25,0.33
02/11/2018 21:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 21:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 21:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 21:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 09:00,NB,2222 to Parmer,0.25,0.33
02/12/2018 09:00,NB,CVZ to 183,1.9,2.52
02/12/2018 09:00,NB,CVZ to Parmer,2.15,2.85
02/12/2018 09:00,SB,2222 to 5th/CVZ,4.44,5.9
02/12/2018 09:00,SB,Parmer to 2222,0.25,0.33
02/12/2018 09:00,SB,Parmer to 5th/CVZ,4.69,6.23
02/11/2018 07:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 07:00,NB,CVZ to 183,0.25,0.33
02/11/2018 07:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 07:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 07:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 07:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 15:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 15:00,NB,CVZ to 183,0.25,0.33
02/11/2018 15:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 15:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 15:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 15:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 01:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 01:00,NB,CVZ to 183,0.25,0.33
02/11/2018 01:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 01:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 01:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 01:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 09:30,NB,2222 to Parmer,0.25,0.33
02/12/2018 09:30,NB,CVZ to 183,0.25,0.33
02/12/2018 09:30,NB,CVZ to Parmer,0.5,0.66
02/12/2018 09:30,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 09:30,SB,Parmer to 2222,0.25,0.33
02/12/2018 09:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 08:30,NB,2222 to Parmer,0.25,0.33
02/12/2018 08:30,NB,CVZ to 183,0.55,0.73
02/12/2018 08:30,NB,CVZ to Parmer,0.8,1.06
02/12/2018 08:30,SB,2222 to 5th/CVZ,4.26,5.66
02/12/2018 08:30,SB,2222 to 5th/CVZ,3.96,5.26
02/12/2018 08:30,SB,Parmer to 2222,0.85,1.13
02/12/2018 08:30,SB,Parmer to 5th/CVZ,4.81,6.39
02/12/2018 05:00,NB,2222 to Parmer,0.25,0.33
02/12/2018 05:00,NB,CVZ to 183,0.25,0.33
02/12/2018 05:00,NB,CVZ to Parmer,0.5,0.66
02/12/2018 05:00,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 05:00,SB,Parmer to 2222,0.25,0.33
02/12/2018 05:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 12:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 12:00,NB,CVZ to 183,0.25,0.33
02/11/2018 12:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 12:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 12:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 12:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 08:00,NB,2222 to Parmer,0.25,0.33
02/12/2018 08:00,NB,CVZ to 183,0.25,0.33
02/12/2018 08:00,NB,CVZ to Parmer,0.5,0.66
02/12/2018 08:00,SB,2222 to 5th/CVZ,3.76,5.0
02/12/2018 08:00,SB,Parmer to 2222,2.68,3.56
02/12/2018 08:00,SB,Parmer to 5th/CVZ,6.44,8.56
02/12/2018 04:00,NB,2222 to Parmer,0.25,0.33
02/12/2018 04:00,NB,CVZ to 183,0.25,0.33
02/12/2018 04:00,NB,CVZ to Parmer,0.5,0.66
02/12/2018 04:00,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 04:00,SB,Parmer to 2222,0.25,0.33
02/12/2018 04:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 05:30,NB,2222 to Parmer,0.25,0.33
02/12/2018 05:30,NB,CVZ to 183,0.25,0.33
02/12/2018 05:30,NB,CVZ to Parmer,0.5,0.66
02/12/2018 05:30,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 05:30,SB,Parmer to 2222,0.25,0.33
02/12/2018 05:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 10:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 10:30,NB,CVZ to 183,0.25,0.33
02/11/2018 10:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 10:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 10:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 10:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 11:00,NB,2222 to Parmer,0.25,0.33
02/12/2018 11:00,NB,CVZ to 183,0.25,0.33
02/12/2018 11:00,NB,CVZ to Parmer,0.5,0.66
02/12/2018 11:00,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 11:00,SB,Parmer to 2222,0.25,0.33
02/12/2018 11:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 10:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 10:00,NB,CVZ to 183,0.25,0.33
02/11/2018 10:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 10:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 10:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 10:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 09:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 09:30,NB,CVZ to 183,0.25,0.33
02/11/2018 09:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 09:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 09:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 09:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 05:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 05:00,NB,CVZ to 183,0.25,0.33
02/11/2018 05:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 05:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 05:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 05:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 07:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 07:30,NB,CVZ to 183,0.25,0.33
02/11/2018 07:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 07:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 07:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 07:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 23:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 23:30,NB,CVZ to 183,0.25,0.33
02/11/2018 23:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 23:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 23:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 23:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 00:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 00:30,NB,CVZ to 183,0.25,0.33
02/11/2018 00:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 00:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 00:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 00:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 04:30,NB,2222 to Parmer,0.25,0.33
02/12/2018 04:30,NB,CVZ to 183,0.25,0.33
02/12/2018 04:30,NB,CVZ to Parmer,0.5,0.66
02/12/2018 04:30,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 04:30,SB,Parmer to 2222,0.25,0.33
02/12/2018 04:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 06:00,NB,2222 to Parmer,0.25,0.33
02/12/2018 06:00,NB,CVZ to 183,0.25,0.33
02/12/2018 06:00,NB,CVZ to Parmer,0.5,0.66
02/12/2018 06:00,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 06:00,SB,Parmer to 2222,0.25,0.33
02/12/2018 06:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 02:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 02:30,NB,CVZ to 183,0.25,0.33
02/11/2018 02:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 02:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 02:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 02:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 00:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 00:00,NB,CVZ to 183,0.25,0.33
02/11/2018 00:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 00:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 00:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 00:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 14:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 14:00,NB,CVZ to 183,0.25,0.33
02/11/2018 14:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 14:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 14:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 14:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 06:00,NB,2222 to Parmer,0.25,0.33
02/11/2018 06:00,NB,CVZ to 183,0.25,0.33
02/11/2018 06:00,NB,CVZ to Parmer,0.5,0.66
02/11/2018 06:00,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 06:00,SB,Parmer to 2222,0.25,0.33
02/11/2018 06:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 11:30,NB,2222 to Parmer,0.25,0.33
02/12/2018 11:30,NB,CVZ to 183,0.25,0.33
02/12/2018 11:30,NB,CVZ to Parmer,0.5,0.66
02/12/2018 11:30,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 11:30,SB,Parmer to 2222,0.25,0.33
02/12/2018 11:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 19:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 19:30,NB,CVZ to 183,0.25,0.33
02/11/2018 19:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 19:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 19:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 19:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 06:30,NB,2222 to Parmer,0.25,0.33
02/12/2018 06:30,NB,CVZ to 183,0.25,0.33
02/12/2018 06:30,NB,CVZ to Parmer,0.5,0.66
02/12/2018 06:30,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 06:30,SB,Parmer to 2222,0.25,0.33
02/12/2018 06:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/11/2018 15:30,NB,2222 to Parmer,0.25,0.33
02/11/2018 15:30,NB,CVZ to 183,0.25,0.33
02/11/2018 15:30,NB,CVZ to Parmer,0.5,0.66
02/11/2018 15:30,SB,2222 to 5th/CVZ,0.25,0.33
02/11/2018 15:30,SB,Parmer to 2222,0.25,0.33
02/11/2018 15:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/14/2018 00:30,NB,2222 to Parmer,0.25,0.33
02/14/2018 00:30,NB,CVZ to 183,0.25,0.33
02/14/2018 00:30,NB,CVZ to Parmer,0.5,0.66
02/14/2018 00:30,SB,2222 to 5th/CVZ,0.25,0.33
02/14/2018 00:30,SB,Parmer to 2222,0.25,0.33
02/14/2018 00:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 13:00,NB,2222 to Parmer,0.25,0.33
02/12/2018 13:00,NB,CVZ to 183,0.25,0.33
02/12/2018 13:00,NB,CVZ to Parmer,0.5,0.66
02/12/2018 13:00,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 13:00,SB,Parmer to 2222,0.25,0.33
02/12/2018 13:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/15/2018 09:00,NB,2222 to Parmer,0.25,0.33
02/15/2018 09:00,NB,CVZ to 183,0.25,0.33
02/15/2018 09:00,NB,CVZ to Parmer,0.5,0.66
02/15/2018 09:00,SB,2222 to 5th/CVZ,4.38,5.82
02/15/2018 09:00,SB,Parmer to 2222,2.7,3.59
02/15/2018 09:00,SB,Parmer to 5th/CVZ,7.4,9.84
02/14/2018 18:30,NB,2222 to Parmer,2.19,2.91
02/14/2018 18:30,NB,CVZ to 183,2.96,3.93
02/14/2018 18:30,NB,CVZ to Parmer,5.15,6.84
02/14/2018 18:30,SB,2222 to 5th/CVZ,1.41,1.87
02/14/2018 18:30,SB,Parmer to 2222,0.25,0.33
02/14/2018 18:30,SB,Parmer to 5th/CVZ,1.66,2.2
02/13/2018 05:30,NB,2222 to Parmer,0.25,0.33
02/13/2018 05:30,NB,CVZ to 183,0.25,0.33
02/13/2018 05:30,NB,CVZ to Parmer,0.5,0.66
02/13/2018 05:30,SB,2222 to 5th/CVZ,0.25,0.33
02/13/2018 05:30,SB,Parmer to 2222,0.25,0.33
02/13/2018 05:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/14/2018 08:00,NB,2222 to Parmer,0.25,0.33
02/14/2018 08:00,NB,CVZ to 183,0.9,1.19
02/14/2018 08:00,NB,CVZ to Parmer,1.15,1.52
02/14/2018 08:00,SB,2222 to 5th/CVZ,3.39,4.5
02/14/2018 08:00,SB,Parmer to 2222,2.19,2.91
02/14/2018 08:00,SB,Parmer to 5th/CVZ,5.58,7.42
02/14/2018 04:30,NB,2222 to Parmer,0.25,0.33
02/14/2018 04:30,NB,CVZ to 183,0.25,0.33
02/14/2018 04:30,NB,CVZ to Parmer,0.5,0.66
02/14/2018 04:30,SB,2222 to 5th/CVZ,0.25,0.33
02/14/2018 04:30,SB,Parmer to 2222,0.25,0.33
02/14/2018 04:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/14/2018 21:30,NB,2222 to Parmer,0.25,0.33
02/14/2018 21:30,NB,CVZ to 183,0.25,0.33
02/14/2018 21:30,NB,CVZ to Parmer,0.5,0.66
02/14/2018 21:30,SB,2222 to 5th/CVZ,0.25,0.33
02/14/2018 21:30,SB,Parmer to 2222,0.25,0.33
02/14/2018 21:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/12/2018 21:30,NB,2222 to Parmer,0.25,0.33
02/12/2018 21:30,NB,CVZ to 183,0.25,0.33
02/12/2018 21:30,NB,CVZ to Parmer,0.5,0.66
02/12/2018 21:30,SB,2222 to 5th/CVZ,0.25,0.33
02/12/2018 21:30,SB,Parmer to 2222,0.25,0.33
02/12/2018 21:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/15/2018 08:30,NB,2222 to Parmer,0.25,0.33
02/15/2018 08:30,NB,CVZ to 183,0.76,1.01
02/15/2018 08:30,NB,CVZ to Parmer,1.01,1.34
02/15/2018 08:30,SB,2222 to 5th/CVZ,3.63,4.82
02/15/2018 08:30,SB,Parmer to 2222,2.71,3.6
02/15/2018 08:30,SB,Parmer to 5th/CVZ,6.34,8.43
02/15/2018 12:00,NB,2222 to Parmer,0.25,0.33
02/15/2018 12:00,NB,CVZ to 183,0.25,0.33
02/15/2018 12:00,NB,CVZ to Parmer,0.5,0.66
02/15/2018 12:00,SB,2222 to 5th/CVZ,0.25,0.33
02/15/2018 12:00,SB,Parmer to 2222,0.25,0.33
02/15/2018 12:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/15/2018 13:00,NB,2222 to Parmer,0.25,0.33
02/15/2018 13:00,NB,CVZ to 183,0.25,0.33
02/15/2018 13:00,NB,CVZ to Parmer,0.5,0.66
02/15/2018 13:00,SB,2222 to 5th/CVZ,0.25,0.33
02/15/2018 13:00,SB,Parmer to 2222,0.25,0.33
02/15/2018 13:00,SB,Parmer to 5th/CVZ,0.5,0.66
02/15/2018 10:30,NB,2222 to Parmer,0.25,0.33
02/15/2018 10:30,NB,CVZ to 183,0.25,0.33
02/15/2018 10:30,NB,CVZ to Parmer,0.5,0.66
02/15/2018 10:30,SB,2222 to 5th/CVZ,0.25,0.33
02/15/2018 10:30,SB,Parmer to 2222,0.25,0.33
02/15/2018 10:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/15/2018 07:30,NB,2222 to Parmer,0.25,0.33
02/15/2018 07:30,NB,CVZ to 183,0.25,0.33
02/15/2018 07:30,NB,CVZ to Parmer,0.5,0.66
02/15/2018 07:30,SB,2222 to 5th/CVZ,3.05,4.05
02/15/2018 07:30,SB,Parmer to 2222,2.36,3.13
02/15/2018 07:30,SB,Parmer to 5th/CVZ,5.41,7.19
02/14/2018 23:30,NB,2222 to Parmer,0.25,0.33
02/14/2018 23:30,NB,CVZ to 183,0.25,0.33
02/14/2018 23:30,NB,CVZ to Parmer,0.5,0.66
02/14/2018 23:30,SB,2222 to 5th/CVZ,0.25,0.33
02/14/2018 23:30,SB,Parmer to 2222,0.25,0.33
02/14/2018 23:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/14/2018 09:00,NB,2222 to Parmer,0.25,0.33
02/14/2018 09:00,NB,CVZ to 183,1.4,1.86
02/14/2018 09:00,NB,CVZ to Parmer,1.65,2.19
02/14/2018 09:00,SB,2222 to 5th/CVZ,3.27,4.34
02/14/2018 09:00,SB,Parmer to 2222,1.95,2.59
02/14/2018 09:00,SB,Parmer to 5th/CVZ,5.58,7.42
02/15/2018 01:30,NB,2222 to Parmer,0.25,0.33
02/15/2018 01:30,NB,CVZ to 183,0.25,0.33
02/15/2018 01:30,NB,CVZ to Parmer,0.5,0.66
02/15/2018 01:30,SB,2222 to 5th/CVZ,0.25,0.33
02/15/2018 01:30,SB,Parmer to 2222,0.25,0.33
02/15/2018 01:30,SB,Parmer to 5th/CVZ,0.5,0.66
02/14/2018 13:00,NB,2222 to Parmer,0.25,0.33
02/14/2018 13:00,NB,CVZ to 183,0.25,0.33
02/14/2018 13:00,NB,CVZ to Parmer,0.5,0.66
02/14/2018 13:00,SB,2222 to 5th/CVZ,0.25,0.33
02/14/2018 13:00,SB,Parmer to 2222,0.25,0.33
